+1 1:20 2:17 3:2 4:11 5:9 6:7 7:7 8:70 9:73 10:105 11:39 12:21 13:107
+1 1:11 2:11 3:4 4:10 5:6 6:4 7:5 8:45 9:58 10:77 11:32 12:16 13:74
+1 1:1 2:3 3:0 4:0 5:2 6:2 7:1 8:9 9:9 10:13 11:5 12:8 13:12
+1 1:2 2:9 3:0 4:0 5:5 6:4 7:3 8:38 9:42 10:71 11:19 12:14 13:42
-1 1:9 2:33 3:5 4:4 5:17 6:15 7:10 8:111 9:152 10:247 11:54 12:24 13:131
+1 1:0 2:3 3:0 4:0 5:2 6:2 7:1 8:5 9:3 10:8 11:2 12:7 13:7
-1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:7 9:12 10:12 11:12 12:2 13:14
+1 1:6 2:19 3:0 4:7 5:10 6:10 7:1 8:54 9:75 10:124 11:24 12:16 13:69
+1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:6 9:7 10:13 11:6 12:8 13:8
-1 1:0 2:1 3:1 4:1 5:1 6:1 7:1 8:2 9:4 10:5 11:4 12:3 13:6
-1 1:0 2:3 3:0 4:0 5:2 6:1 7:1 8:3 9:7 10:10 11:7 12:9 13:5
+1 1:4 2:11 3:0 4:0 5:6 6:2 7:6 8:17 9:25 10:45 11:12 12:19 13:23
+1 1:5 2:15 3:0 4:2 5:8 6:8 7:6 8:37 9:52 10:89 11:28 12:16 13:46
-1 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:7 9:12 10:13 11:7 12:3 13:10
+1 1:7 2:7 3:0 4:3 5:4 6:3 7:3 8:37 9:68 10:84 11:40 12:19 13:55
+1 1:3 2:5 3:1 4:1 5:3 6:3 7:1 8:18 9:17 10:28 11:10 12:9 13:25
-1 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:7 9:12 10:22 11:8 12:8 13:12
+1 1:1 2:7 3:0 4:0 5:4 6:4 7:1 8:30 9:29 10:44 11:12 12:12 13:33
+1 1:6 2:9 3:0 4:3 5:5 6:3 7:1 8:43 9:57 10:85 11:28 12:14 13:55
+1 1:1 2:5 3:0 4:0 5:3 6:3 7:3 8:10 9:13 10:27 11:8 12:11 13:14
+1 1:3 2:9 3:0 4:4 5:5 6:5 7:1 8:41 9:46 10:70 11:27 12:14 13:50
-1 1:0 2:3 3:0 4:0 5:2 6:2 7:1 8:9 9:9 10:18 11:6 12:8 13:11
-1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:2 9:2 10:4 11:2 12:4 13:4
+1 1:0 2:1 3:0 4:1 5:1 6:1 7:1 8:7 9:8 10:7 11:8 12:5 13:10
+1 1:1 2:7 3:0 4:0 5:4 6:4 7:4 8:8 9:16 10:22 11:9 12:11 13:11
+1 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:9 9:18 10:23 11:14 12:10 13:12
+1 1:58 2:49 3:0 4:3 5:25 6:18 7:21 8:81 9:173 10:268 11:55 12:28 13:145
+1 1:0 2:1 3:0 4:1 5:1 6:1 7:1 8:15 9:17 10:10 11:14 12:4 13:20
+1 1:13 2:7 3:0 4:0 5:4 6:4 7:1 8:19 9:26 10:43 11:9 12:11 13:34
+1 1:5 2:7 3:0 4:2 5:4 6:4 7:1 8:38 9:33 10:59 11:16 12:12 13:47
-1 1:2 2:3 3:0 4:0 5:2 6:2 7:1 8:14 9:9 10:22 11:7 12:10 13:18
-1 1:3 2:3 3:0 4:1 5:2 6:2 7:1 8:16 9:22 10:34 11:15 12:11 13:24
+1 1:2 2:5 3:0 4:2 5:3 6:3 7:1 8:14 9:16 10:31 11:9 12:12 13:22
+1 1:2 2:1 3:0 4:1 5:1 6:1 7:1 8:13 9:26 10:39 11:18 12:9 13:25
-1 1:6 2:7 3:0 4:0 5:4 6:4 7:1 8:39 9:38 10:83 11:15 12:11 13:48
+1 1:5 2:11 3:0 4:2 5:6 6:5 7:5 8:41 9:56 10:88 11:28 12:20 13:50
-1 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:8 9:14 10:25 11:10 12:7 13:12
+1 1:14 2:33 3:0 4:0 5:17 6:15 7:3 8:82 9:125 10:182 11:46 12:23 13:98
-1 1:1 2:3 3:0 4:0 5:2 6:2 7:1 8:11 9:13 10:19 11:5 12:11 13:14
-1 1:1 2:13 3:0 4:1 5:7 6:2 7:7 8:20 9:32 10:65 11:20 12:12 13:27
+1 1:6 2:15 3:0 4:1 5:8 6:8 7:5 8:54 9:51 10:82 11:27 12:18 13:63
+1 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:3 9:3 10:5 11:3 12:5 13:6
-1 1:0 2:1 3:0 4:4 5:1 6:1 7:1 8:6 9:6 10:12 11:4 12:5 13:19
+1 1:3 2:9 3:0 4:0 5:5 6:5 7:5 8:28 9:34 10:54 11:12 12:15 13:35
+1 1:1 2:8 3:0 4:0 5:5 6:5 7:1 8:46 9:36 10:71 11:22 12:12 13:52
+1 1:2 2:9 3:0 4:0 5:5 6:4 7:3 8:35 9:43 10:63 11:20 12:13 13:40
-1 1:3 2:9 3:0 4:3 5:5 6:5 7:4 8:19 9:21 10:42 11:10 12:14 13:27
-1 1:2 2:5 3:0 4:0 5:3 6:3 7:1 8:14 9:14 10:27 11:7 12:9 13:18
-1 1:1 2:3 3:0 4:0 5:2 6:2 7:1 8:11 9:9 10:19 11:7 12:8 13:14
+1 1:1 2:3 3:0 4:1 5:1 6:1 7:1 8:11 9:8 10:20 11:7 12:8 13:16
-1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:3 9:5 10:6 11:5 12:5 13:6
-1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:4 9:3 10:12 11:3 12:9 13:6
+1 1:0 2:1 3:0 4:1 5:1 6:1 7:1 8:3 9:4 10:8 11:4 12:6 13:6
+1 1:1 2:3 3:0 4:3 5:2 6:2 7:1 8:8 9:7 10:10 11:5 12:7 13:15
+1 1:10 2:29 3:0 4:0 5:15 6:15 7:9 8:72 9:89 10:141 11:37 12:21 13:84
-1 1:1 2:7 3:0 4:0 5:4 6:3 7:3 8:28 9:26 10:49 11:15 12:15 13:31
+1 1:9 2:26 3:0 4:11 5:14 6:13 7:8 8:110 9:134 10:197 11:49 12:21 13:132
-1 1:2 2:5 3:0 4:1 5:3 6:2 7:1 8:12 9:18 10:31 11:10 12:8 13:17
-1 1:7 2:9 3:0 4:0 5:5 6:3 7:3 8:33 9:53 10:67 11:22 12:19 13:42
-1 1:2 2:3 3:0 4:0 5:2 6:2 7:1 8:14 9:29 10:39 11:16 12:9 13:23
+1 1:3 2:5 3:0 4:0 5:3 6:3 7:1 8:30 9:39 10:69 11:18 12:12 13:35
-1 1:2 2:1 3:0 4:0 5:1 6:1 7:1 8:9 9:13 10:16 11:12 12:6 13:16
-1 1:0 2:1 3:1 4:0 5:1 6:1 7:1 8:4 9:5 10:6 11:5 12:5 13:8
-1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:4 9:3 10:7 11:1 12:3 13:6
+1 1:3 2:7 3:2 4:0 5:4 6:4 7:1 8:41 9:46 10:86 11:20 12:18 13:48
+1 1:10 2:11 3:0 4:0 5:6 6:6 7:3 8:26 9:65 10:102 11:25 12:16 13:38
-1 1:10 2:37 3:3 4:20 5:19 6:11 7:6 8:85 9:130 10:188 11:58 12:20 13:120
-1 1:2 2:1 3:0 4:0 5:1 6:1 7:1 8:2 9:3 10:6 11:3 12:6 13:6
-1 1:7 2:9 3:0 4:4 5:5 6:3 7:5 8:40 9:57 10:83 11:27 12:15 13:53
-1 1:0 2:3 3:0 4:0 5:2 6:2 7:1 8:6 9:5 10:9 11:4 12:7 13:8
-1 1:1 2:7 3:0 4:0 5:4 6:1 7:1 8:22 9:27 10:33 11:13 12:12 13:28
+1 1:3 2:3 3:0 4:0 5:2 6:2 7:1 8:21 9:27 10:41 11:17 12:9 13:26
+1 1:5 2:15 3:0 4:5 5:8 6:8 7:3 8:63 9:89 10:161 11:26 12:17 13:75
-1 1:1 2:3 3:0 4:1 5:2 6:2 7:1 8:13 9:9 10:18 11:6 12:7 13:17
-1 1:1 2:3 3:0 4:0 5:2 6:2 7:1 8:10 9:8 10:21 11:4 12:9 13:13
+1 1:2 2:5 3:0 4:0 5:3 6:3 7:1 8:12 9:28 10:30 11:18 12:9 13:16
-1 1:0 2:3 3:0 4:0 5:2 6:2 7:1 8:9 9:11 10:16 11:5 12:8 13:11
+1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:5 9:7 10:13 11:7 12:8 13:7
+1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:6 9:9 10:15 11:7 12:7 13:11
+1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:5 9:4 10:11 11:4 12:4 13:7
-1 1:0 2:1 3:0 4:2 5:1 6:1 7:1 8:2 9:2 10:3 11:2 12:3 13:6
+1 1:8 2:21 3:0 4:0 5:11 6:9 7:6 8:43 9:128 10:226 11:39 12:27 13:53
-1 1:1 2:5 3:0 4:0 5:3 6:3 7:1 8:29 9:36 10:63 11:19 12:11 13:34
-1 1:2 2:1 3:0 4:0 5:1 6:1 7:1 8:9 9:10 10:19 11:8 12:6 13:13
-1 1:2 2:1 3:0 4:2 5:1 6:1 7:1 8:5 9:5 10:10 11:4 12:6 13:11
+1 1:3 2:11 3:0 4:0 5:6 6:5 7:1 8:22 9:56 10:75 11:24 12:16 13:27
+1 1:2 2:7 3:0 4:0 5:4 6:4 7:1 8:55 9:81 10:136 11:32 12:15 13:61
-1 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:4 9:4 10:7 11:3 12:6 13:7
+1 1:1 2:3 3:0 4:0 5:2 6:2 7:1 8:13 9:19 10:24 11:14 12:8 13:16
+1 1:1 2:3 3:0 4:1 5:2 6:2 7:1 8:8 9:14 10:16 11:12 12:9 13:15
-1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:2 9:2 10:1 11:2 12:1 13:6
-1 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:7 9:10 10:17 11:7 12:7 13:11
-1 1:7 2:11 3:0 4:0 5:6 6:6 7:1 8:45 9:51 10:81 11:29 12:18 13:54
-1 1:5 2:5 3:0 4:4 5:3 6:3 7:1 8:26 9:31 10:40 11:15 12:13 13:39
-1 1:0 2:3 3:0 4:0 5:2 6:2 7:1 8:5 9:2 10:6 11:1 12:5 13:7
+1 1:0 2:3 3:0 4:0 5:2 6:2 7:1 8:15 9:18 10:43 11:14 12:10 13:21
-1 1:3 2:1 3:0 4:4 5:1 6:1 7:1 8:5 9:5 10:9 11:5 12:5 13:14
-1 1:2 2:3 3:0 4:0 5:2 6:2 7:1 8:25 9:46 10:108 11:33 12:10 13:32
-1 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:3 9:3 10:5 11:3 12:5 13:5
-1 1:4 2:7 3:0 4:11 5:4 6:4 7:1 8:23 9:23 10:38 11:14 12:10 13:40
-1 1:8 2:13 3:1 4:1 5:7 6:7 7:5 8:49 9:66 10:99 11:33 12:15 13:65
